submitted_on,latitude,longitude,waste_active,type_of_wastesite,site_open_year,site_managed_local,site_close_year,site_years_open,waste_state,waste_category,pollution_evidence,solidwaste_source,municipal_pop_served,municipal_ops_type,municipal_ops_other,commercial_ops_type,industrial_ops_type,sludge_source,sludge_source_other,sludge_ops_type,sludge_ops_other,drinking_treatment,drinking_sludge_local,waste_water_treatment,waste_water_board_mgmt,waste_water_manager,waste_water_sludge_local,waste_water_category
02/06/2019,-12.9919083,33.6901517,Yes,Human,4/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/06/2019,-12.9861711,33.6946573,Yes,NA,2/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/06/2019,-14.1045332,33.6616845,Yes,Human,7/1/2016,Yes,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/06/2019,-13.8374752,34.5299122,Yes,Human,11/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/06/2019,-14.7034305,34.9759829,Yes,NA,7/1/2016,No,NA,NA,Liquid waste,Non-hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
05/06/2019,-14.7025258,34.9762832,Yes,Human,7/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/06/2019,-14.7445453,34.9911555,Yes,Human,6/1/2015,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/06/2019,-14.7445785,34.9910969,Yes,Human,6/1/2014,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/06/2019,-14.7839413,34.9984536,Yes,Human,2/1/2001,Yes,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,"2500 - 10,000",Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/06/2019,-14.702598,34.9770644,Yes,NA,6/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/06/2019,-14.1382689,33.5089903,Yes,NA,5/1/2011,No,NA,NA,Solid waste,Hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/06/2019,-14.8670816,35.5327156,Yes,Human,5/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/06/2019,-14.8660434,35.5336825,Yes,NA,10/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/06/2019,-14.866275,35.5325683,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/06/2019,-14.096915,33.6605314,Yes,NA,8/1/2018,Yes,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/06/2019,-14.149407,33.6675103,Yes,NA,9/1/2019,Yes,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/06/2019,-13.3662844,34.2806222,Yes,NA,3/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/06/2019,-14.0174794,33.8232827,Yes,Human,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/06/2019,-14.0173316,33.8232888,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/06/2019,-14.0173243,33.8232811,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/06/2019,-11.0134115,33.7885758,Yes,NA,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
16/06/2019,-11.0247652,33.8561525,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16/06/2019,-14.4756701,35.255391,Yes,NA,7/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/06/2019,-10.9886507,33.7839331,Yes,NA,1/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/06/2019,-11.0073941,33.7726368,Yes,Human,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Municipal - community waste site,500 - 2500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
17/06/2019,-9.949795,33.9033028,Yes,NA,12/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
18/06/2019,-11.8487615,34.1394063,Yes,NA,3/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
18/06/2019,-16.0429119,34.7989054,Yes,Human,5/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
18/06/2019,-16.1163382,34.8390858,Yes,Human,2/1/2019,No,NA,NA,Liquid waste,Household waste,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
19/06/2019,-11.8618595,34.1386663,Yes,NA,4/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
19/06/2019,-11.0363596,33.732029,Yes,NA,1/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/06/2019,-11.0218085,33.6915597,Yes,NA,1/1/2019,No,NA,NA,Solid waste,Household waste,Yes,Municipal - community waste site,500 - 2500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/06/2019,-11.0366387,33.7326604,Yes,NA,11/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/06/2019,-9.9344983,33.9243038,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/06/2019,-10.9764047,33.746536,Yes,Human,5/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/06/2019,-10.9762778,33.7457727,Yes,Human,2/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/06/2019,-16.1528443,34.8569612,Yes,NA,3/1/2016,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
20/06/2019,-10.9773158,33.708188,Yes,Human,1/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/06/2019,-10.9291976,34.0786868,Yes,Human,2/1/2019,No,NA,NA,Solid waste,Household waste,No,Municipal - community waste site,50 - 500,Incineration (Burning of Waste) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/06/2019,-13.3683517,33.3751433,Yes,Human,8/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/06/2019,-11.8666726,34.1551077,Yes,NA,11/1/2018,No,NA,NA,"Solid waste, Liquid waste",Non-hazardous waste,No,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Other source of mixed solid/liquid waste (please specify),School,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
21/06/2019,-11.6111136,34.2761412,Yes,Human,2/1/2014,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
21/06/2019,-11.6097743,34.2754744,Yes,Human,6/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
22/06/2019,-14.8638117,35.5304317,Yes,Human,8/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/06/2019,-14.8635749,35.5303025,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/06/2019,-10.965752,33.7277086,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/06/2019,-10.9536897,33.7099511,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/06/2019,-11.7088622,34.2843843,Yes,NA,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
24/06/2019,-10.9688181,33.9663278,Yes,NA,1/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/2019,-10.9686424,33.9659709,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/2019,-10.9685149,33.9657828,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/2019,-10.9685961,33.9655214,Yes,Human,3/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/2019,-11.6184677,34.2842655,Yes,Human,6/1/2017,No,NA,NA,Solid waste,Hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/2019,-10.8929577,34.031892,Yes,NA,3/1/2019,No,NA,NA,Solid waste,Hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/2019,-11.387257,34.165814,Yes,Human,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
24/06/2019,-11.7000872,34.2746592,Yes,NA,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
24/06/2019,-11.873979,34.1484376,Yes,Human,7/1/1983,Yes,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
24/06/2019,-11.7017538,34.2689089,Yes,NA,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
25/06/2019,-10.9581848,33.9733264,Yes,Human,2/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
25/06/2019,-10.9179343,33.9876715,Yes,Human,8/1/2017,No,NA,NA,Solid waste,Medical waste,No,Municipal - community waste site,"2500 - 10,000",Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/2019,-11.88089,34.1642384,Yes,NA,12/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
26/06/2019,-16.049805,34.790674,Yes,NA,3/1/2019,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/2019,-11.7173581,34.2674424,Yes,NA,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
26/06/2019,-16.0457094,34.7937976,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/2019,-13.9838472,33.4637306,Yes,Human,5/1/2011,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/2019,-13.4320592,33.3880767,Yes,Human,3/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/06/2019,-9.9661607,33.8203894,Yes,Human,11/1/2018,No,NA,NA,"Solid waste, Liquid waste",Hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
28/06/2019,-11.6187417,34.247362,Yes,NA,2/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
28/06/2019,-11.6033223,34.2680773,Yes,NA,1/1/2019,No,NA,NA,Solid waste,Unknown,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2019,-11.6181822,34.2475676,Yes,Human,1/1/2019,No,NA,NA,Solid waste,Hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/06/2019,-11.6254226,34.2455361,Yes,NA,2/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
30/06/2019,-11.8430735,34.1560479,Yes,Human,12/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
01/07/2019,-11.6110153,34.2674175,Yes,Human,2/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
02/07/2019,-16.0261511,34.8331185,Yes,Human,7/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Municipal - community waste site,500 - 2500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/07/2019,-10.9029148,33.9866519,Yes,Human,3/1/2078,No,NA,NA,Solid waste,Hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/07/2019,-10.44822,34.1123089,Yes,Human,1/1/2014,Yes,NA,NA,"Solid waste, Liquid waste",Medical waste,Yes,Sludge or other mixed solid/liquid waste,NA,NA,NA,NA,NA,Waste water treatment - industrial,NA,Disposal (Landfill) Licensed Operation,NA,Yes,No,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
04/07/2019,-10.4482116,34.1122265,No,NA,NA,NA,1/1/2014,5,Liquid waste,Medical waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
04/07/2019,-10.0334785,33.7779026,Yes,NA,1/1/2013,No,NA,NA,Solid waste,Hazardous waste,Yes,Industrial,NA,NA,NA,NA,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/07/2019,-10.0333711,33.7774381,Yes,NA,1/1/2014,No,NA,NA,Solid waste,Hazardous waste,Yes,Industrial,NA,NA,NA,NA,Disposal (Landfill) Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/07/2019,-10.9099276,33.9646671,Yes,NA,6/1/2019,No,NA,NA,Solid waste,Hazardous waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/07/2019,-10.9080357,34.0297249,Yes,NA,6/1/2019,No,NA,NA,Solid waste,Household waste,No,"Domestic - household (< 50 people), Commercial - collection and disposal",NA,NA,NA,Handling and Storage Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/07/2019,-11.8190598,34.1334598,Yes,NA,12/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/07/2019,-10.9752582,33.7444997,Yes,NA,1/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
08/07/2019,-11.8185967,34.1332515,Yes,NA,12/1/2018,No,NA,NA,Liquid waste,Non-hazardous waste,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
08/07/2019,-11.8187646,34.1333945,Yes,NA,12/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/07/2019,-10.845858,34.0225686,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/07/2019,-16.1121075,35.2231718,Yes,NA,2/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Municipal - community waste site,500 - 2500,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/07/2019,-10.8458553,34.0225519,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/07/2019,-11.6568751,34.3077483,Yes,NA,7/1/2019,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
11/07/2019,-11.5703785,34.2752598,Yes,NA,6/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
11/07/2019,-11.5701621,34.2754347,Yes,NA,7/1/2011,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
12/07/2019,-11.6068152,34.2786415,No,NA,NA,NA,8/1/2018,1,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/07/2019,-11.806102,34.1343486,No,NA,NA,NA,2/1/2019,2,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/07/2019,-11.8061776,34.1343241,Yes,Human,6/1/2019,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/07/2019,-11.5562923,34.2674467,Yes,NA,6/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
13/07/2019,-16.8154812,35.2952861,Yes,NA,6/1/2015,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
13/07/2019,-16.9839386,35.2160312,Yes,NA,11/1/2010,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
13/07/2019,-16.8132896,35.2977773,Yes,Human,6/1/2014,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
14/07/2019,-12.1254603,33.4255686,Yes,Human,7/1/2019,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
15/07/2019,-16.118092,35.193123,Yes,NA,7/1/2000,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/07/2019,-16.1184014,35.193251,Yes,NA,6/1/2001,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/07/2019,-16.668963,35.2035254,Yes,Human,10/1/2018,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
15/07/2019,-16.668942,35.203463,Yes,Human,7/1/2016,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
15/07/2019,-16.6633779,35.2041596,Yes,NA,12/1/2018,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
15/07/2019,-16.6635994,35.2041643,Yes,NA,8/1/2018,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
15/07/2019,-11.8193403,34.1763311,Yes,NA,5/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
15/07/2019,-16.6593967,35.2071668,Yes,NA,7/1/2018,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,NA,NA,Stagnant water from a Water Point or Water Discharge Point
15/07/2019,-16.6591327,35.2031475,Yes,NA,7/1/2019,No,NA,NA,Liquid waste,Stagnant water,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
